day,month,year,po4_ugPpl
11,12,2015,16.7824949
12,12,2015,16.6371061
13,12,2015,16.5567544
14,12,2015,16.3591633
15,12,2015,16.4089583
16,12,2015,16.2575911
17,12,2015,19.480728
18,12,2015,15.940741
19,12,2015,15.6936872
20,12,2015,15.7218625
21,12,2015,15.6019405
22,12,2015,16.2319074
23,12,2015,18.2495357
24,12,2015,16.4290695
25,12,2015,19.6473042
26,12,2015,17.9790922
27,12,2015,17.3492693
28,12,2015,17.4937723
29,12,2015,16.8352557
30,12,2015,16.9150506
31,12,2015,16.1154467
1,1,2016,16.0211586
2,1,2016,15.8318316
3,1,2016,15.5474858
4,1,2016,15.3224643
5,1,2016,15.3629404
6,1,2016,15.0804198
7,1,2016,15.2287924
8,1,2016,15.1508667
9,1,2016,15.2017341
10,1,2016,15.9631225
11,1,2016,14.9745091
12,1,2016,14.7219608
13,1,2016,14.4513771
14,1,2016,14.1672682
15,1,2016,14.7626942
16,1,2016,14.059271
17,1,2016,13.9083724
18,1,2016,13.8534366
19,1,2016,13.6683362
20,1,2016,13.42974
21,1,2016,13.4249759
22,1,2016,13.3296459
23,1,2016,13.3228831
24,1,2016,13.2013778
25,1,2016,13.1298082
26,1,2016,13.2067189
27,1,2016,13.4781566
28,1,2016,13.1695701
29,1,2016,13.3571236
30,1,2016,13.1456288
31,1,2016,12.9369783
1,2,2016,12.8391166
2,2,2016,12.8107666
3,2,2016,12.2330833
4,2,2016,12.8516723
5,2,2016,12.5982663
6,2,2016,12.8318169
7,2,2016,12.7637958
8,2,2016,12.7906781
9,2,2016,12.409136
10,2,2016,12.7546697
11,2,2016,12.8403137
12,2,2016,12.8905373
13,2,2016,12.7459228
14,2,2016,12.8170719
15,2,2016,13.096526
16,2,2016,11.3782712
17,2,2016,12.2179906
18,2,2016,12.4405891
19,2,2016,12.518159
20,2,2016,12.6875456
21,2,2016,11.9369284
22,2,2016,12.2637288
23,2,2016,11.0339987
24,2,2016,11.5847028
25,2,2016,11.7094859
26,2,2016,11.7918529
27,2,2016,11.9181793
28,2,2016,12.0315795
29,2,2016,12.1421364
1,3,2016,12.0232444
2,3,2016,11.9366127
3,3,2016,12.3567341
4,3,2016,12.1833006
5,3,2016,12.3710199
6,3,2016,12.6165874
7,3,2016,12.5108849
8,3,2016,12.5943578
9,3,2016,12.8015702
10,3,2016,12.8270799
11,3,2016,12.9227723
12,3,2016,13.1123122
13,3,2016,11.8044805
14,3,2016,11.3839378
15,3,2016,12.9362432
16,3,2016,13.3656285
17,3,2016,13.3790691
18,3,2016,13.7811916
19,3,2016,12.0442034
20,3,2016,13.7545663
21,3,2016,13.924258
22,3,2016,13.8892511
23,3,2016,14.6808296
24,3,2016,14.4422315
25,3,2016,14.6923008
26,3,2016,14.7858893
27,3,2016,14.9478077
28,3,2016,12.0573002
29,3,2016,14.8741635
30,3,2016,15.0159227
31,3,2016,15.2970092
1,4,2016,15.4977307
2,4,2016,14.2593155
3,4,2016,16.0204966
4,4,2016,14.2771442
5,4,2016,15.8352228
6,4,2016,16.343596
7,4,2016,10.2501631
8,4,2016,13.8505278
9,4,2016,12.2920284
10,4,2016,14.232089
11,4,2016,14.6321536
12,4,2016,15.0507728
13,4,2016,15.4158538
14,4,2016,15.8255731
15,4,2016,15.7389743
16,4,2016,16.1594158
17,4,2016,16.5372591
18,4,2016,16.31473
19,4,2016,16.4802201
20,4,2016,16.9069348
21,4,2016,16.6923755
22,4,2016,17.0398501
23,4,2016,16.6057201
24,4,2016,18.0226859
25,4,2016,17.9091184
26,4,2016,18.7170233
27,4,2016,18.5271429
28,4,2016,16.7291591
29,4,2016,19.2374392
30,4,2016,19.7641982
1,5,2016,14.2484304
2,5,2016,15.2836676
3,5,2016,15.9918451
4,5,2016,17.9216287
5,5,2016,18.9172256
6,5,2016,15.1670874
7,5,2016,16.4080587
8,5,2016,17.2473005
9,5,2016,17.4939081
10,5,2016,17.1871163
11,5,2016,16.8060153
12,5,2016,18.5381884
13,5,2016,18.4937202
14,5,2016,18.1340773
15,5,2016,18.9750104
16,5,2016,19.4096318
17,5,2016,17.8896677
18,5,2016,19.5595803
19,5,2016,19.7237761
20,5,2016,20.3773632
21,5,2016,17.5184763
22,5,2016,19.1436251
23,5,2016,18.5109502
24,5,2016,21.0989776
25,5,2016,21.548594
26,5,2016,22.7321447
27,5,2016,23.3539807
28,5,2016,24.5291249
29,5,2016,19.5571428
30,5,2016,23.499211
31,5,2016,24.2764445
1,6,2016,25.0496507
2,6,2016,27.016178
3,6,2016,22.4202017
4,6,2016,26.9294889
5,6,2016,18.1704527
6,6,2016,25.4422503
7,6,2016,26.0486782
8,6,2016,25.9881651
9,6,2016,29.1848378
10,6,2016,29.2029324
11,6,2016,34.3768785
12,6,2016,37.5458733
13,6,2016,40.1074224
14,6,2016,41.9503262
15,6,2016,22.6829234
16,6,2016,22.6097071
17,6,2016,30.1430709
18,6,2016,33.9325282
19,6,2016,33.3438688
20,6,2016,49.034599
21,6,2016,21.8555265
22,6,2016,33.8927767
23,6,2016,23.2377372
24,6,2016,26.9128847
25,6,2016,31.1547576
26,6,2016,32.7067616
27,6,2016,33.155225
28,6,2016,25.0718555
29,6,2016,28.3440793
30,6,2016,31.5087089
1,7,2016,30.7448409
2,7,2016,39.6658166
3,7,2016,37.8695107
4,7,2016,26.5264574
5,7,2016,25.8186181
6,7,2016,29.252463
7,7,2016,30.3706446
8,7,2016,30.6396482
9,7,2016,31.371586
10,7,2016,33.2965956
11,7,2016,33.2976626
12,7,2016,41.9394561
13,7,2016,37.4227635
14,7,2016,46.0633945
15,7,2016,47.0464389
16,7,2016,49.1342146
17,7,2016,50.6150137
18,7,2016,33.6730544
19,7,2016,56.2207332
20,7,2016,78.9693455
21,7,2016,157.163651
22,7,2016,101.998256
23,7,2016,130.904372
24,7,2016,277.896173
25,7,2016,28.8448282
26,7,2016,121.247605
27,7,2016,236.617289
28,7,2016,32.1773006
29,7,2016,33.3209976
30,7,2016,82.0522721
31,7,2016,33.7307932
1,8,2016,32.9000067
2,8,2016,33.0551532
3,8,2016,32.654361
4,8,2016,31.7518716
5,8,2016,31.6083033
6,8,2016,31.6829615
7,8,2016,31.2893557
8,8,2016,31.7125208
9,8,2016,31.1631572
10,8,2016,32.6139119
11,8,2016,32.8547392
12,8,2016,34.3966859
13,8,2016,32.6830475
14,8,2016,38.0940888
15,8,2016,38.3108696
16,8,2016,31.4817032
17,8,2016,39.2447226
18,8,2016,32.4317023
19,8,2016,31.6914178
20,8,2016,31.1462976
21,8,2016,35.314899
22,8,2016,31.3010884
23,8,2016,30.9708887
24,8,2016,30.8322926
25,8,2016,30.8070899
26,8,2016,31.1676136
27,8,2016,31.322937
28,8,2016,31.4296071
29,8,2016,31.3073924
30,8,2016,31.5865307
31,8,2016,32.5691694
1,9,2016,34.1509679
2,9,2016,31.9520421
3,9,2016,31.8034974
4,9,2016,32.8860773
5,9,2016,33.7135074
6,9,2016,34.9480737
7,9,2016,36.2214614
8,9,2016,37.9480743
9,9,2016,36.3065017
10,9,2016,38.4683421
11,9,2016,40.4330319
12,9,2016,42.1863589
13,9,2016,41.1802152
14,9,2016,47.9231814
15,9,2016,42.2293797
16,9,2016,54.9738605
17,9,2016,48.7433403
18,9,2016,71.1820775
19,9,2016,34.9402133
20,9,2016,50.5563657
21,9,2016,48.8824133
22,9,2016,67.2616495
23,9,2016,86.0856192
24,9,2016,77.2034631
25,9,2016,113.547019
26,9,2016,88.5991049
27,9,2016,59.7559754
28,9,2016,32.9885359
29,9,2016,59.0609776
30,9,2016,39.1917277
1,10,2016,44.7995595
2,10,2016,32.3725955
3,10,2016,32.0556375
4,10,2016,32.8671557
5,10,2016,32.5884632
6,10,2016,34.2824771
7,10,2016,33.436256
8,10,2016,32.7967102
9,10,2016,34.1572357
10,10,2016,33.4815321
11,10,2016,32.5124235
12,10,2016,33.3972067
13,10,2016,33.7693124
14,10,2016,35.2440294
15,10,2016,37.478888
16,10,2016,44.3964717
17,10,2016,45.7148086
18,10,2016,52.8896848
19,10,2016,49.7152731
20,10,2016,57.0288181
21,10,2016,33.5437039
22,10,2016,50.6294161
23,10,2016,49.8830158
24,10,2016,59.1044804
25,10,2016,59.7761169
26,10,2016,67.3716959
27,10,2016,31.7994322
28,10,2016,64.0060489
29,10,2016,58.0672045
30,10,2016,37.4025273
31,10,2016,60.0342456
1,11,2016,53.9224432
2,11,2016,59.9408107
3,11,2016,60.8929766
4,11,2016,58.6927937
5,11,2016,51.9283747
6,11,2016,66.0758452
7,11,2016,61.8621782
8,11,2016,66.321224
9,11,2016,31.395698
10,11,2016,53.7804417
11,11,2016,50.6234204
12,11,2016,57.1543931
13,11,2016,56.1617482
14,11,2016,64.0724201
15,11,2016,63.6947782
16,11,2016,62.9403193
17,11,2016,66.8212105
18,11,2016,51.162692
19,11,2016,35.283
20,11,2016,63.7741698
21,11,2016,65.92641
22,11,2016,60.0213035
23,11,2016,56.1719518
24,11,2016,65.4429031
25,11,2016,72.3795945
26,11,2016,71.6163721
27,11,2016,75.8601336
28,11,2016,77.6313267
29,11,2016,33.6900846
30,11,2016,32.033337
1,12,2016,27.564987
2,12,2016,27.304479
3,12,2016,26.9003651
4,12,2016,27.0440011
5,12,2016,27.5761603
6,12,2016,29.9882727
7,12,2016,26.3062662
8,12,2016,26.2446292
9,12,2016,25.7193905
10,12,2016,26.0070772
11,12,2016,26.2708671
12,12,2016,26.9774972
13,12,2016,25.7509153
14,12,2016,25.4873521
15,12,2016,25.8789694
16,12,2016,26.0049966
17,12,2016,26.7559806
18,12,2016,27.1858682
19,12,2016,25.6920564
20,12,2016,27.1593736
21,12,2016,26.9194551
22,12,2016,28.8221446
23,12,2016,28.9838347
24,12,2016,25.6045384
25,12,2016,26.0526033
26,12,2016,27.363061
27,12,2016,27.6409355
28,12,2016,29.4139205
29,12,2016,22.8303858
30,12,2016,27.9780815
31,12,2016,28.5425868
1,1,2017,29.3579829
2,1,2017,23.1491007
3,1,2017,22.4034797
4,1,2017,22.367178
5,1,2017,22.0643765
6,1,2017,21.8909764
7,1,2017,22.5059547
8,1,2017,22.6385336
9,1,2017,22.9463196
10,1,2017,21.655386
11,1,2017,22.3198909
12,1,2017,21.5182019
13,1,2017,22.1974146
14,1,2017,22.6649638
15,1,2017,22.3863461
16,1,2017,21.9971012
17,1,2017,21.1732869
18,1,2017,21.9568666
19,1,2017,22.8461015
20,1,2017,21.5995174
21,1,2017,23.3429057
22,1,2017,20.962276
23,1,2017,19.6050459
24,1,2017,20.3772029
25,1,2017,20.7532504
26,1,2017,20.555123
27,1,2017,21.2152715
28,1,2017,21.6523643
29,1,2017,21.8900738
30,1,2017,21.6802011
31,1,2017,22.1056351
1,2,2017,21.7054053
2,2,2017,22.9042936
3,2,2017,21.846338
4,2,2017,22.5237128
5,2,2017,21.8801933
6,2,2017,23.2674381
7,2,2017,23.4605647
8,2,2017,24.4995498
9,2,2017,18.9163493
10,2,2017,23.2077324
11,2,2017,24.8578657
12,2,2017,19.143322
13,2,2017,24.1261786
14,2,2017,24.4295421
15,2,2017,25.8881003
16,2,2017,26.1757987
17,2,2017,26.4671332
18,2,2017,27.6503944
19,2,2017,28.2789208
20,2,2017,28.9916375
21,2,2017,28.9345317
22,2,2017,29.6002762
23,2,2017,30.8388676
24,2,2017,31.1660149
25,2,2017,25.6497198
26,2,2017,31.8935665
27,2,2017,30.9297792
28,2,2017,20.4359219
1,3,2017,30.1806168
2,3,2017,32.3754413
3,3,2017,30.132231
4,3,2017,35.4690479
5,3,2017,35.1325339
6,3,2017,37.3231895
7,3,2017,29.5637761
8,3,2017,37.0484768
9,3,2017,35.8322328
10,3,2017,21.9649941
11,3,2017,32.9266083
12,3,2017,35.2485897
13,3,2017,35.5331097
14,3,2017,35.4968509
15,3,2017,35.6128868
16,3,2017,38.1422182
17,3,2017,38.7999712
18,3,2017,41.1100782
19,3,2017,25.371046
20,3,2017,39.6955644
21,3,2017,40.7283677
22,3,2017,40.5577134
23,3,2017,39.775809
24,3,2017,41.4036749
25,3,2017,43.51082
26,3,2017,47.9729894
27,3,2017,42.2459791
28,3,2017,30.028584
29,3,2017,46.7832178
30,3,2017,44.3860994
31,3,2017,13.6087495
1,4,2017,25.5867707
2,4,2017,27.2559304
3,4,2017,24.934738
4,4,2017,28.9966881
5,4,2017,29.4706096
6,4,2017,18.6209057
7,4,2017,20.1587118
8,4,2017,21.3160777
9,4,2017,22.1371908
10,4,2017,23.5721625
11,4,2017,23.9374124
12,4,2017,24.0919142
13,4,2017,24.456392
14,4,2017,24.304372
15,4,2017,25.1079273
16,4,2017,24.9614709
17,4,2017,23.5774304
18,4,2017,25.2745506
19,4,2017,25.3150246
20,4,2017,13.4235755
21,4,2017,25.3156733
22,4,2017,23.5104059
23,4,2017,26.6384798
24,4,2017,26.2792431
25,4,2017,19.0325612
26,4,2017,26.6988528
27,4,2017,27.8373753
28,4,2017,28.203816
29,4,2017,29.1501939
30,4,2017,29.6728769
1,5,2017,29.8014328
2,5,2017,30.8012628
3,5,2017,30.1530985
4,5,2017,29.5720673
5,5,2017,22.0957583
6,5,2017,26.0452536
7,5,2017,27.4701351
8,5,2017,28.5475611
9,5,2017,29.6533817
10,5,2017,31.4960046
11,5,2017,20.2885001
12,5,2017,30.6018202
13,5,2017,18.9089477
14,5,2017,29.6508206
15,5,2017,31.1769544
16,5,2017,32.0552828
17,5,2017,33.0728921
18,5,2017,33.4095329
19,5,2017,33.5598262
20,5,2017,34.9123479
21,5,2017,35.4183312
22,5,2017,26.4844411
23,5,2017,33.6155273
24,5,2017,33.0807084
25,5,2017,32.1992714
26,5,2017,29.3201134
27,5,2017,31.0995609
28,5,2017,31.9748899
29,5,2017,33.2578084
30,5,2017,33.800087
31,5,2017,34.8067982
1,6,2017,35.8700015
2,6,2017,36.1690798
3,6,2017,38.0698288
4,6,2017,38.3034486
5,6,2017,37.2014398
6,6,2017,37.3378724
7,6,2017,37.0375792
8,6,2017,38.0380603
9,6,2017,40.0005145
10,6,2017,41.0801548
11,6,2017,45.8708951
12,6,2017,47.1490242
13,6,2017,48.907366
14,6,2017,51.4573536
15,6,2017,55.4839814
16,6,2017,54.7928705
17,6,2017,55.4149278
18,6,2017,60.4344007
19,6,2017,54.929993
20,6,2017,46.8363483
21,6,2017,41.049521
22,6,2017,60.0295274
23,6,2017,54.8607636
24,6,2017,38.5306661
25,6,2017,61.4642388
26,6,2017,62.0069556
27,6,2017,74.4898976
28,6,2017,88.6387562
29,6,2017,97.4384244
30,6,2017,95.0554086
1,7,2017,41.6844486
2,7,2017,96.4304617
3,7,2017,82.8976013
4,7,2017,82.8736482
5,7,2017,100.622831
6,7,2017,32.3349764
7,7,2017,48.8247254
8,7,2017,59.6593367
9,7,2017,64.2604169
10,7,2017,85.0845651
11,7,2017,84.1639714
12,7,2017,118.027593
13,7,2017,95.9898581
14,7,2017,99.608473
15,7,2017,49.0266584
16,7,2017,115.147832
17,7,2017,45.0690708
18,7,2017,46.4566406
19,7,2017,65.789077
20,7,2017,69.3659005
21,7,2017,79.1476532
22,7,2017,48.7344103
23,7,2017,45.7317635
24,7,2017,52.3027448
25,7,2017,62.290499
26,7,2017,65.5999017
27,7,2017,75.2889038
28,7,2017,48.6824729
29,7,2017,49.5197649
30,7,2017,51.2176869
31,7,2017,54.3244108
1,8,2017,49.6068152
2,8,2017,48.9816135
3,8,2017,55.3916997
4,8,2017,49.937755
5,8,2017,52.6524979
6,8,2017,57.4200069
7,8,2017,53.057367
8,8,2017,55.467306
9,8,2017,57.5689326
10,8,2017,60.7721083
11,8,2017,51.6722738
12,8,2017,53.9366515
13,8,2017,59.2501334
14,8,2017,60.6839935
15,8,2017,55.0393849
16,8,2017,52.5462213
17,8,2017,54.6804929
18,8,2017,59.1176483
19,8,2017,52.8516717
20,8,2017,55.6485141
21,8,2017,57.2864473
22,8,2017,55.3192974
23,8,2017,57.9618741
24,8,2017,59.2644119
25,8,2017,57.9806594
26,8,2017,62.1536349
27,8,2017,61.6336738
28,8,2017,64.0998056
29,8,2017,64.5234987
30,8,2017,58.585623
31,8,2017,60.8923588
1,9,2017,63.6547795
2,9,2017,66.75962
3,9,2017,55.1035522
4,9,2017,58.8637281
5,9,2017,68.6252725
6,9,2017,67.1336607
7,9,2017,56.8843985
8,9,2017,56.5051756
9,9,2017,56.0985184
10,9,2017,56.6167828
11,9,2017,58.446929
12,9,2017,56.5856008
13,9,2017,58.1669533
14,9,2017,57.6268896
15,9,2017,59.029453
16,9,2017,58.0539053
17,9,2017,60.9206332
18,9,2017,59.8085051
19,9,2017,61.4885963
20,9,2017,61.6616555
21,9,2017,67.6747571
22,9,2017,66.7279334
23,9,2017,78.9584414
24,9,2017,79.6052394
25,9,2017,93.4451653
26,9,2017,88.7047408
27,9,2017,101.663479
28,9,2017,98.3066823
29,9,2017,133.407868
30,9,2017,116.453116
1,10,2017,157.114068
2,10,2017,153.929299
3,10,2017,271.80606
4,10,2017,355.226786
5,10,2017,350.328432
6,10,2017,255.66948
7,10,2017,579.008248
8,10,2017,91.4693512
9,10,2017,72.1674998
10,10,2017,102.836915
11,10,2017,71.7207065
12,10,2017,60.1113158
13,10,2017,77.2905989
14,10,2017,80.370685
15,10,2017,89.8486468
16,10,2017,84.9015795
17,10,2017,97.5428744
18,10,2017,93.9403692
19,10,2017,122.674876
20,10,2017,111.562297
21,10,2017,118.616864
22,10,2017,112.101582
23,10,2017,61.3195648
24,10,2017,87.6266056
25,10,2017,114.275553
26,10,2017,107.132373
27,10,2017,136.776291
28,10,2017,134.651387
29,10,2017,64.0780724
30,10,2017,59.7417219
31,10,2017,62.0698165
1,11,2017,63.0786069
2,11,2017,68.1021983
3,11,2017,68.4325918
4,11,2017,64.0638991
5,11,2017,58.7179003
6,11,2017,65.3654333
7,11,2017,60.2626851
8,11,2017,57.1135704
9,11,2017,56.1471349
10,11,2017,55.6152985
11,11,2017,56.0676414
12,11,2017,56.2615332
13,11,2017,57.1026029
14,11,2017,55.527211
15,11,2017,56.8864163
16,11,2017,57.1680313
17,11,2017,56.1917456
18,11,2017,57.2387361
19,11,2017,54.9754416
20,11,2017,57.5633552
21,11,2017,56.7208189
22,11,2017,59.1045351
23,11,2017,59.2624801
24,11,2017,61.3243241
25,11,2017,60.6765844
26,11,2017,62.997033
27,11,2017,62.3822486
28,11,2017,65.8784221
29,11,2017,66.0350265
30,11,2017,68.526693